temperature,fraction,run,atoms,composition,system
1300.0,0.04834762846455727,/nvt/nvt_Al6372-Sm540/run_82,6912,Al6372Sm540,AlSm
800.0,0.16492863931812607,/nvt/nvt_Al6372-Sm540/run_82,6912,Al6372Sm540,AlSm
300.0,0.30412891678930587,/nvt/nvt_Al6372-Sm540/run_82,6912,Al6372Sm540,AlSm
1300.0,0.04732148332106941,/nvt/nvt_Al6372-Sm540/run_55,6912,Al6372Sm540,AlSm
800.0,0.16538566194505763,/nvt/nvt_Al6372-Sm540/run_55,6912,Al6372Sm540,AlSm
300.0,0.30356745922246753,/nvt/nvt_Al6372-Sm540/run_55,6912,Al6372Sm540,AlSm
1300.0,0.047453703703703706,/nvt/nvt_Al6372-Sm540/run_85,6912,Al6372Sm540,AlSm
800.0,0.16361793291636006,/nvt/nvt_Al6372-Sm540/run_85,6912,Al6372Sm540,AlSm
300.0,0.28431406364974243,/nvt/nvt_Al6372-Sm540/run_85,6912,Al6372Sm540,AlSm
1300.0,0.04800366384596517,/nvt/nvt_Al6372-Sm540/run_70,6912,Al6372Sm540,AlSm
800.0,0.15808192298258522,/nvt/nvt_Al6372-Sm540/run_70,6912,Al6372Sm540,AlSm
300.0,0.2974316669732647,/nvt/nvt_Al6372-Sm540/run_70,6912,Al6372Sm540,AlSm
1300.0,0.04768461031395634,/nvt/nvt_Al6372-Sm540/run_86,6912,Al6372Sm540,AlSm
800.0,0.1669186518886436,/nvt/nvt_Al6372-Sm540/run_86,6912,Al6372Sm540,AlSm
300.0,0.2942305923473142,/nvt/nvt_Al6372-Sm540/run_86,6912,Al6372Sm540,AlSm
1300.0,0.04824223540593574,/nvt/nvt_Al6372-Sm540/run_47,6912,Al6372Sm540,AlSm
800.0,0.16491235129997547,/nvt/nvt_Al6372-Sm540/run_47,6912,Al6372Sm540,AlSm
300.0,0.3002715308437577,/nvt/nvt_Al6372-Sm540/run_47,6912,Al6372Sm540,AlSm
1300.0,0.04769802397596272,/nvt/nvt_Al6372-Sm540/run_65,6912,Al6372Sm540,AlSm
800.0,0.1656616001349031,/nvt/nvt_Al6372-Sm540/run_65,6912,Al6372Sm540,AlSm
300.0,0.29776125981113566,/nvt/nvt_Al6372-Sm540/run_65,6912,Al6372Sm540,AlSm
1300.0,0.04741825331125828,/nvt/nvt_Al6372-Sm540/run_78,6912,Al6372Sm540,AlSm
800.0,0.16567884627176846,/nvt/nvt_Al6372-Sm540/run_78,6912,Al6372Sm540,AlSm
300.0,0.2938569260485651,/nvt/nvt_Al6372-Sm540/run_78,6912,Al6372Sm540,AlSm
1300.0,0.047359808069659066,/nvt/nvt_Al6372-Sm540/run_94,6912,Al6372Sm540,AlSm
800.0,0.1578788018150601,/nvt/nvt_Al6372-Sm540/run_94,6912,Al6372Sm540,AlSm
300.0,0.2910314339587932,/nvt/nvt_Al6372-Sm540/run_94,6912,Al6372Sm540,AlSm
1300.0,0.048140674822173164,/nvt/nvt_Al6372-Sm540/run_31,6912,Al6372Sm540,AlSm
800.0,0.16481653942850136,/nvt/nvt_Al6372-Sm540/run_31,6912,Al6372Sm540,AlSm
300.0,0.3060480285749326,/nvt/nvt_Al6372-Sm540/run_31,6912,Al6372Sm540,AlSm
1300.0,0.04761370952906549,/nvt/nvt_Al6372-Sm540/run_73,6912,Al6372Sm540,AlSm
800.0,0.16737759075300465,/nvt/nvt_Al6372-Sm540/run_73,6912,Al6372Sm540,AlSm
300.0,0.299800136436105,/nvt/nvt_Al6372-Sm540/run_73,6912,Al6372Sm540,AlSm
1300.0,0.047195011650723574,/nvt/nvt_Al6372-Sm540/run_74,6912,Al6372Sm540,AlSm
800.0,0.16890674822173166,/nvt/nvt_Al6372-Sm540/run_74,6912,Al6372Sm540,AlSm
300.0,0.3050218834314447,/nvt/nvt_Al6372-Sm540/run_74,6912,Al6372Sm540,AlSm
1300.0,0.04832846609026245,/nvt/nvt_Al6372-Sm540/run_25,6912,Al6372Sm540,AlSm
800.0,0.16559740618101546,/nvt/nvt_Al6372-Sm540/run_25,6912,Al6372Sm540,AlSm
300.0,0.29396423534461613,/nvt/nvt_Al6372-Sm540/run_25,6912,Al6372Sm540,AlSm
1300.0,0.047695149619818494,/nvt/nvt_Al6372-Sm540/run_28,6912,Al6372Sm540,AlSm
800.0,0.16422633830022076,/nvt/nvt_Al6372-Sm540/run_28,6912,Al6372Sm540,AlSm
300.0,0.28687032438067206,/nvt/nvt_Al6372-Sm540/run_28,6912,Al6372Sm540,AlSm
1300.0,0.04753993438803041,/nvt/nvt_Al6372-Sm540/run_91,6912,Al6372Sm540,AlSm
800.0,0.1663610267966642,/nvt/nvt_Al6372-Sm540/run_91,6912,Al6372Sm540,AlSm
300.0,0.30027823767476086,/nvt/nvt_Al6372-Sm540/run_91,6912,Al6372Sm540,AlSm
1300.0,0.04752939508216826,/nvt/nvt_Al6372-Sm540/run_90,6912,Al6372Sm540,AlSm
800.0,0.1613807257174393,/nvt/nvt_Al6372-Sm540/run_90,6912,Al6372Sm540,AlSm
300.0,0.296849130794702,/nvt/nvt_Al6372-Sm540/run_90,6912,Al6372Sm540,AlSm
1300.0,0.046689124969340204,/nvt/nvt_Al6372-Sm540/run_43,6912,Al6372Sm540,AlSm
800.0,0.16570854795192544,/nvt/nvt_Al6372-Sm540/run_43,6912,Al6372Sm540,AlSm
300.0,0.2969736862276183,/nvt/nvt_Al6372-Sm540/run_43,6912,Al6372Sm540,AlSm
1300.0,0.0478254537650233,/nvt/nvt_Al6372-Sm540/run_14,6912,Al6372Sm540,AlSm
800.0,0.16667049914152562,/nvt/nvt_Al6372-Sm540/run_14,6912,Al6372Sm540,AlSm
300.0,0.3073299914152563,/nvt/nvt_Al6372-Sm540/run_14,6912,Al6372Sm540,AlSm
1300.0,0.047789045253863134,/nvt/nvt_Al6372-Sm540/run_63,6912,Al6372Sm540,AlSm
800.0,0.16343205788570028,/nvt/nvt_Al6372-Sm540/run_63,6912,Al6372Sm540,AlSm
300.0,0.3057701741476576,/nvt/nvt_Al6372-Sm540/run_63,6912,Al6372Sm540,AlSm
1300.0,0.04745945241599215,/nvt/nvt_Al6372-Sm540/run_33,6912,Al6372Sm540,AlSm
800.0,0.1662192252268825,/nvt/nvt_Al6372-Sm540/run_33,6912,Al6372Sm540,AlSm
300.0,0.2879175481358842,/nvt/nvt_Al6372-Sm540/run_33,6912,Al6372Sm540,AlSm
1300.0,0.04801995186411577,/nvt/nvt_Al6372-Sm540/run_29,6912,Al6372Sm540,AlSm
800.0,0.16255250490556783,/nvt/nvt_Al6372-Sm540/run_29,6912,Al6372Sm540,AlSm
300.0,0.29713273393426537,/nvt/nvt_Al6372-Sm540/run_29,6912,Al6372Sm540,AlSm
1300.0,0.04824415164336522,/nvt/nvt_Al6372-Sm540/run_39,6912,Al6372Sm540,AlSm
800.0,0.16177642874662743,/nvt/nvt_Al6372-Sm540/run_39,6912,Al6372Sm540,AlSm
300.0,0.3068633876011773,/nvt/nvt_Al6372-Sm540/run_39,6912,Al6372Sm540,AlSm
1300.0,0.04810905690458671,/nvt/nvt_Al6372-Sm540/run_61,6912,Al6372Sm540,AlSm
800.0,0.16379614299730194,/nvt/nvt_Al6372-Sm540/run_61,6912,Al6372Sm540,AlSm
300.0,0.3022644177704194,/nvt/nvt_Al6372-Sm540/run_61,6912,Al6372Sm540,AlSm
1300.0,0.04789539643119941,/nvt/nvt_Al6372-Sm540/run_97,6912,Al6372Sm540,AlSm
800.0,0.16361314232278637,/nvt/nvt_Al6372-Sm540/run_97,6912,Al6372Sm540,AlSm
300.0,0.3015937346701006,/nvt/nvt_Al6372-Sm540/run_97,6912,Al6372Sm540,AlSm
1300.0,0.04766257358351729,/nvt/nvt_Al6372-Sm540/run_16,6912,Al6372Sm540,AlSm
800.0,0.1662077278023056,/nvt/nvt_Al6372-Sm540/run_16,6912,Al6372Sm540,AlSm
300.0,0.30524225073583516,/nvt/nvt_Al6372-Sm540/run_16,6912,Al6372Sm540,AlSm
1300.0,0.04786761098847191,/nvt/nvt_Al6372-Sm540/run_92,6912,Al6372Sm540,AlSm
800.0,0.16420525968849645,/nvt/nvt_Al6372-Sm540/run_92,6912,Al6372Sm540,AlSm
300.0,0.3019204531518273,/nvt/nvt_Al6372-Sm540/run_92,6912,Al6372Sm540,AlSm
1300.0,0.04749586092715232,/nvt/nvt_Al6372-Sm540/run_23,6912,Al6372Sm540,AlSm
800.0,0.16472647626931566,/nvt/nvt_Al6372-Sm540/run_23,6912,Al6372Sm540,AlSm
300.0,0.30118174362276184,/nvt/nvt_Al6372-Sm540/run_23,6912,Al6372Sm540,AlSm
1300.0,0.04735693371351484,/nvt/nvt_Al6372-Sm540/run_83,6912,Al6372Sm540,AlSm
800.0,0.16693110743193523,/nvt/nvt_Al6372-Sm540/run_83,6912,Al6372Sm540,AlSm
300.0,0.29916873620309054,/nvt/nvt_Al6372-Sm540/run_83,6912,Al6372Sm540,AlSm
1300.0,0.04782449564630856,/nvt/nvt_Al6372-Sm540/run_98,6912,Al6372Sm540,AlSm
800.0,0.16906196345351973,/nvt/nvt_Al6372-Sm540/run_98,6912,Al6372Sm540,AlSm
300.0,0.294249754721609,/nvt/nvt_Al6372-Sm540/run_98,6912,Al6372Sm540,AlSm
1300.0,0.04727166114790287,/nvt/nvt_Al6372-Sm540/run_19,6912,Al6372Sm540,AlSm
800.0,0.16421771523178808,/nvt/nvt_Al6372-Sm540/run_19,6912,Al6372Sm540,AlSm
300.0,0.3014078596394408,/nvt/nvt_Al6372-Sm540/run_19,6912,Al6372Sm540,AlSm
1300.0,0.04798737582781457,/nvt/nvt_Al6372-Sm540/run_9,6912,Al6372Sm540,AlSm
800.0,0.1631235436595536,/nvt/nvt_Al6372-Sm540/run_9,6912,Al6372Sm540,AlSm
300.0,0.3090373589649252,/nvt/nvt_Al6372-Sm540/run_9,6912,Al6372Sm540,AlSm
